ID	audio	tgt_text
63	ted_1_96.wav	Cela peut ne pas être aussi excitant que de diriger une charge de cavalerie en première ligne ou de donner un discours de motivation audacieux, mais c'est le véritable kit des bons leaders.
64	ted_1_98.wav	La fallacie de L'action nous trompe en célébrant les mauvais leaders, et cela entraîne des coûts énormes.
65	ted_1_101.wav	Et cela commence par réimaginer à quoi ressemble un bon leadership.
66	ted_1_102.wav	Donc, la prochaine fois que vous serez en position de juger ou récompenser un leader, ou peut-être simplement la prochaine fois que vous essayerez de comprendre qui a réellement guidé votre équipe ou votre organisation vers le succès, résistez à la tentation d'être ébloui par des récits d'aventure et de bravoure, et prenez un moment pour regarder sous la surface ou dans les coins plus discrets de votre équipe.
67	ted_1_103.wav	Et c'est important car la prochaine fois que votre organisation sera confrontée à l'équivalent d'un bloc de glace en approche à l'horizon, qui voulez-vous voir aux commandes ?
68	ted_1_104.wav	Le chef qui réagit au gel du navire en actionnant frénétiquement le moteur, en déballant les caisses de dynamite et en poussant ses hommes à bout ?
69	ted_1_105.wav	Ou le chef qui évite de se retrouver pris dans la glace en premier lieu ?
70	ted_2_1.wav	J'ai voté pour Mitt Romney en 2012, et j'ai voté pour Hillary Clinton et Joe Biden, ce qui est choquant, je le sais.
71	ted_2_2.wav	Je suis un fervent défenseur d'Israël, même si je critique son gouvernement actuel.
72	ted_2_3.wav	Je pense que les terroristes comme le Hamas et le Hezbollah sont malveillants, et il y a une ligne claire entre les groupes qui visent à tuer des innocents et ceux qui essaient d'éviter de le faire à tout prix.
73	ted_2_4.wav	Je pense que les filles en Afghanistan ne devraient pas être vendues dans des mariages forcés et que les femmes en Iran devraient être libres de montrer leurs cheveux en public sans craindre l'emprisonnement ou pire, et que les femmes en Somalie ne devraient pas subir de mutilation génitale.
74	ted_2_5.wav	Je crois que toutes les personnes sont créées égales et à l'image de Dieu, mais que toutes les cultures ne sont pas égales.
75	ted_2_6.wav	Je crois au mariage gay, à tel point que j'en fais moi-même partie.
76	ted_2_7.wav	Je crois que les adultes devraient pouvoir prendre pratiquement toutes les décisions qu'ils veulent concernant leur corps, mais pas les enfants.
77	ted_2_8.wav	Je pense que le SAT est un outil imparfait mais utile.
78	ted_2_9.wav	Je crois que avoir des enfants est une très mauvaise idée, et que vivre dans un quartier sûr est parmi les formes de privilège les plus véridiques.
79	ted_2_10.wav	Je pense que le COVID est probablement sorti d'un laboratoire, et qu'en y réfléchissant, le fait d'avoir privé les enfants d'école pendant deux ans était une grosse erreur.
80	ted_2_11.wav	Je pense que nous devrions embaucher des personnes en fonction de leurs mérites, mais en lançant le filet le plus large possible.
81	ted_2_12.wav	Je ne veux ni manger des insectes, ni boire de l'eau remplie de microplastiques, et je ne pense pas qu'il y ait quelque chose de codé à droite ou à gauche à propos de ces choses-là.
82	ted_2_13.wav	Je crois que l'égalité des chances et non l'égalité des résultats est la vraie mesure de l'équité.
83	ted_2_14.wav	Je suis répugné par les idéologies qui insistent sur le fait que nos caractéristiques immuables sont plus importantes que notre caractère.
84	ted_2_19.wav	Je crois, en partie parce que les Américains sont libres de débattre de ces imperfections et de chercher une union plus parfaite, que c'est vraiment le dernier meilleur espoir sur terre.
85	ted_2_20.wav	Le point dans tout ça, c'est que je suis vraiment ennuyeux, ou du moins je pensais l'être.
86	ted_2_21.wav	Je suis, ou du moins jusqu'à il y a quelques secondes dans le temps historique, j'étais considéré comme un libéral standard.
87	ted_2_22.wav	Et pourtant, d'une manière ou d'une autre, dans nos espaces les plus intellectuels et prestigieux, bon nombre des idées que je viens de mentionner et d'autres similaires sont devenues provocantes ou controversées, ce qui est vraiment une manière polie de dire indésirables, inacceptables, voire bigot ou raciste.
88	ted_2_23.wav	Et comment cela s'est-il produit, du moins il me semble, en l'espace de quelques années à peine ?
89	ted_2_24.wav	Maintenant, la réponse pratique, bien sûr, est le pouvoir des activistes extrêmes, des personnes qui incendient des commerces et des postes de police, des personnes qui bloquent les ponts et autoroutes, des personnes qui harcèlent leurs camarades étudiants et interrompent leurs professeurs, des personnes qui vandalisent, qui profanent ou détruisent les monuments des héros nationaux.
90	ted_2_25.wav	Mais est-ce qu'une poignée de militants extrémistes ont vraiment le pouvoir de démanteler les garde-fous moraux de toute une société, de changer radicalement ce qui est politiquement et socialement acceptable?
91	ted_2_27.wav	Il y a toujours eu et il y aura toujours une frange.
92	ted_2_28.wav	La différence en ce moment est que c'est la frange qui semble dicter les règles.
93	ted_2_31.wav	Peut-être pour donner la lecture la plus généreuse, c'est parce que les personnes qui ferment les choses prétendent le faire au nom de la justice, et non au nom du nihilisme.
94	ted_2_33.wav	Ou peut-être est-ce parce que nous nous sommes dit que ce ne sont que quelques noix, je n'ai pas besoin de m'impliquer.
95	ted_2_34.wav	Peut-être est-ce parce que les gens ont regardé leur portefeuille et ont décidé qu'ils se portaient bien selon les chiffres et que ces portes torchères, eh bien, ils avaient probablement une assurance de toute façon.
96	ted_2_38.wav	Ou peut-être était-ce parce que nous pensions qu'ils avaient raison.
97	ted_2_39.wav	Cette Amérique et cet Occident étaient vraiment coupables de toutes les choses terribles dont ils parlaient, ou du moins de certaines d'entre elles.
98	ted_2_40.wav	Et même si nous n'aurions pas abattu des statues ni crié sur les orateurs, nous manquions de la conviction ou des idées pour empêcher les personnes de le faire.
99	ted_2_41.wav	Mais peut-être qu'à la fin, nous avons privilégié le confort plutôt que la complexité.
100	ted_2_42.wav	J'allais dire que je préférais le confort au détriment de la vérité, mais en fait, la vérité n'est pas quelque chose que l'on arrache du sol comme de l'or ou des diamants.
101	ted_2_43.wav	C'est pourquoi actuellement, il semble que les absolutistes gagnent.
102	ted_2_44.wav	Ma théorie est que la raison pour laquelle nous avons une culture en crise est due à la lâcheté des personnes qui savent mieux.
103	ted_2_50.wav	Cela vous expose comme quelqu'un qui n'est pas détendu, comme quelqu'un qui se soucie beaucoup, comme quelqu'un qui porte des jugements, comme quelqu'un qui discerne entre le bien et le mal, entre le meilleur et le pire.
104	ted_2_51.wav	La raison pour laquelle Aristote a appelé le courage la première vertu est parce que c'est celle qui rend possible toutes les autres vertus.
105	ted_2_52.wav	Voulez-vous vivre dans un monde qui valorise la justice, la sagesse, la compassion, la curiosité, la rationalité, l'égalité et la recherche de la vérité ?
106	ted_2_54.wav	Mais lutter pour nous assurer de vivre dans un tel monde nécessitera du courage, cette première vertu.
107	ted_2_55.wav	Je pense qu'une des leçons de la décennie passée est que la lâcheté est peut-être plus contagieuse que le COVID.
108	ted_2_57.wav	Et un exemple singulier peut servir de puissant moyen de transmission.
109	ted_2_59.wav	Chacun de vous, quand je dis le mot courage, aura ceux qui vous viennent à l'esprit.
110	ted_2_60.wav	Mais pour moi, ce sont des gens comme Salman Rushdie, condamné à mort par les ayatollahs iraniens en 1989 pour le péché d'avoir écrit un roman.
111	ted_2_61.wav	Il a vécu sous l'ombre d'une fatwa jusqu'à il y a deux ans.
112	ted_2_62.wav	Sur une scène comme celle-ci, il a été poignardé de manière vicieuse. 
113	ted_2_64.wav	Et intrépide cette semaine, bien sûr, il a publié un livre à ce sujet.
114	ted_2_65.wav	Le courage pour moi, c'est quelqu'un comme le sénateur de Pennsylvanie John Fetterman, qui insiste sur le fait qu'il n'y a rien de contradictoire entre ses valeurs progressistes et sa croyance que le Hamas est un groupe de meurtriers qu'il faut vaincre.
115	ted_2_66.wav	Il suffit de dire que cela ne l'a pas rendu populaire, mais il ne semble pas s'en préoccuper.
116	ted_2_72.wav	Il a écrit, je ne pouvais pas croire que cela se passait dans un pays que j'aime tant.
117	ted_2_74.wav	Il a dit que la guérison du monde commence lorsque une personne dit à haute voix, de sorte que le monde entier puisse entendre, une chose importante et vraie qu'il sait qu'il n'est pas censé dire et qui sait lui attirera des ennuis pour l'avoir dite.
118	ted_2_75.wav	Je pense à Roland Fryer, l'économiste, qui a fait exactement cela.
119	ted_2_76.wav	Ses collègues de Harvard l'ont mis en garde contre la publication de ses recherches sur la violence policière.
120	ted_2_84.wav	Son bébé avait sept jours et il devait aller acheter des couches avec un garde armé.
121	ted_2_88.wav	Il a dit, chaque jour je dois me regarder dans le miroir et me demander, pourquoi suis-tu là ?
122	ted_2_89.wav	Masia Linajad sait pour quelle raison elle est sur terre.
123	ted_2_90.wav	Avec audace et courage, elle mène la campagne pour les droits des femmes en Iran.
124	ted_2_91.wav	Sa sœur a été forcée de la dénoncer à la télévision d'État.
125	ted_2_93.wav	Et maintenant Masi vit en exil en Amérique, mais reste une femme traquée, passant d'une maison sûre à une autre.
126	ted_2_95.wav	Jimmy avait plus que les moyens de fuir son pays.
127	ted_2_101.wav	Il est un jeune homme qui est encore en prison.
128	ted_2_103.wav	"""Papa restant à Hong Kong est vraiment la preuve que cette chose intangible que nous appelons liberté est quelque chose que les gens désirent ardemment."""
129	ted_2_104.wav	Vous pouvez l'appeler les valeurs occidentales, mais ce n'est pas vraiment le cas, dans le sens où ce n'est pas quelque chose que seuls les gens de l'Occident veulent ou méritent.
130	ted_2_105.wav	Alexeï Navalny n'est pas né en Occident, mais il aspirait à ce genre de liberté.
131	ted_2_106.wav	Le leader de l'opposition avait trouvé refuge en Allemagne, mais il est retourné en Russie de Poutine, sacrifiant sa liberté et finalement sa vie pour s'opposer à la tyrannie.
132	ted_2_107.wav	Il savait que sa mort révélerait la vérité sur un régime totalitaire construit sur des mensonges, ce qui peut, tant que nous gardons sa mémoire vivante.
133	ted_2_108.wav	Posez-vous dès maintenant la question : faut-il du courage en Occident pour dénoncer l'idéologie haineuse de la République islamique d'Iran, qui prononce la mort sur des écrivains individuels et sur des pays entiers, grands et petits ?
134	ted_2_109.wav	"Faut-il du courage pour s'opposer à ceux qui scandent ""mort à l'Amérique"" ?"
135	ted_2_111.wav	Faut-il avoir du courage pour dire que ceux qui louent les métros immaculés de la Russie ne sont pas des journalistes mais des propagandistes ?
136	ted_2_112.wav	Faut-il avoir du courage pour dire simplement en public, je suis en désaccord ?
137	ted_2_115.wav	Mais pourquoi est-ce que ses adversaires les plus en colère préfèrent lui donner des noms haineux et plaider en sa faveur?
138	ted_2_116.wav	Parce que la vraie question est de savoir si les personnes que j'ai mentionnées et celles qui leur ressemblent, que ce soit leurs photos, leurs noms, et surtout, leurs idées, vont se retrouver lors de conférences comme celle-ci.
139	ted_2_118.wav	J'ai eu assez de gens me confesser après les conférences ou dans les salles de rédaction ou sur les campus universitaires ou dans les entreprises ou les cafés, vraiment partout où je vais, qu'ils aimeraient pouvoir dire ce qu'ils croient.
140	ted_2_119.wav	Ils me disent avec une certaine mesure de honte qu'ils sont dans le placard de nos démocraties libérales.
141	ted_2_121.wav	Les peuples les plus libres de l'histoire du monde semblent avoir perdu l'appétit pour la liberté, ou peut-être est-ce vraiment la volonté de la défendre.
142	ted_2_122.wav	Et quand ils me disent cela, cela me fait penser à mon héros, Natan Sharansky, qui a passé une décennie dans le goulag soviétique avant de retrouver sa liberté.
143	ted_2_123.wav	Il est la personne la plus courageuse que j'aie jamais rencontrée de toute ma vie.
144	ted_2_124.wav	Et il y a quelques années, un après-midi à Jérusalem, je lui ai posé une question simple.
145	ted_2_125.wav	Natan, je lui ai demandé, est-il possible d'enseigner le courage ?
146	ted_2_126.wav	Et il sourit à sa manière espiègle et dit, non.
147	ted_2_127.wav	Tout ce que vous pouvez faire, c'est montrer aux gens à quel point il est bon de se sentir libre.
148	ted_2_139.wav	Mais ces problèmes sont tellement importants, et c'est une conversation tellement importante.
149	ted_2_140.wav	Je pense que je veux te demander quelque chose dans la quête d'un terrain d'entente ici.
150	ted_2_141.wav	Est-il possible qu'en plus du manque de courage, il se passe quelque chose d'autre de conséquent dans le cœur de nombreux membres de la majorité silencieuse?
151	ted_2_144.wav	Il s'agit souvent de débats opposant des groupes identitaires, et beaucoup d'entre nous n'aiment pas la tournure que prend la bataille, mais nous ressentons également profondément la douleur que beaucoup de ces groupes ont endurée, les injustices qu'ils ont subies.
152	ted_2_145.wav	Et si vous vous impliquez, cela peut si facilement être perçu comme si vous étiez contre ce groupe.
153	ted_2_146.wav	Et je suppose que je me demande simplement s'il y a un terrain d'entente à trouver en disant tous que l'identité compte vraiment.
154	ted_2_147.wav	Je veux dire, tu te soucies des injustices passées des gens en Amérique et de tous les différents groupes dont tu as parlé, mais il existe des choses en amont de l'identité qui comptent encore plus.
155	ted_2_152.wav	Tu sais, certaines personnes veulent dire que les idées sont la propriété d'un groupe et que toi, tu sais, mais non, non, tout notre TED est basé sur l'idée que les idées peuvent se propager de n'importe quel être humain à n'importe quel être humain.
156	ted_2_153.wav	Mais toute la question est, désolé d'interrompre, comment arrive-t-on à la vérité, n'est-ce pas?
157	ted_2_154.wav	Et l'Ouest nous a donné les outils les plus radicaux de l'histoire humaine.
158	ted_2_155.wav	Je pense que Sam Harris est probablement dans cette pièce et que je lui vole sa réplique.
159	ted_2_156.wav	Mais la différence radicale est que ici, dans des pièces comme celle-ci, dans des cultures comme celles dans lesquelles nous avons la chance de vivre, nous ne résolvons pas nos conflits par des coups et par la violence.
160	ted_2_158.wav	Et c'est pourquoi c'est tellement crucial, peu importe les personnes qui prétendent le contraire, et qui prônent vraiment de tout brûler ou tout détruire.
161	ted_2_159.wav	Non, en tout détruisant, en abattant l'État de droit, en nous empêchant de pouvoir avoir ce genre de débat et de discussion, vous empêchez le projet dans son ensemble.
162	ted_2_160.wav	Et cela n'a rien à voir avec l'identité, avec les revendications de victimisation, avec la victimisation réelle.
163	ted_2_161.wav	La manière dont le progrès a été réalisé est entièrement grâce aux groupes de victimes utilisant les outils fournis par les démocraties libérales.
164	ted_2_162.wav	Sans liberté, sans liberté d'expression, liberté de religion, sans l'état de droit, aucun des progrès que je sais que tant de personnes dans cette salle célèbrent ne serait possible du tout.
165	ted_2_163.wav	Et donc, il s'agit vraiment de s'accrocher aux outils plutôt que de les répudier.
166	ted_2_164.wav	Les outils de mots dans notre culture actuelle, qui est axée sur les messages courts, le rapide, sont si souvent perçus comme une agression.
167	ted_2_167.wav	Et je me demande simplement s'il pourrait y avoir une coalition des volontaires pour poursuivre ensemble les meilleures idées.
168	ted_2_168.wav	N'ayons pas peur de partager des choses difficiles les uns avec les autres, mais faisons-le dans un esprit d'amour et de respect afin que chacun sache qu'en fin de compte, il est respecté.
169	ted_2_170.wav	Je ne vois rien à contester, seulement que, tu sais, l'amour et la compassion et tout ça, encore une fois, c'est seulement possible si nous sommes d'accord sur un certain ensemble de règles que je pense beaucoup d'entre nous tenons pour acquises de la même manière que nous tenons l'oxygène ou la gravité pour acquis.
170	ted_2_171.wav	Et l'une des choses qui m'a motivé(e) et guidé(e) dans mes choix au cours des dernières années de ma vie est un profond sentiment que la frontière entre la civilisation et la barbarie, un mot qui peut-être provoquera certaines personnes, mais que je crois être une description précise, est très mince.
171	ted_2_172.wav	Les choses qui nous permettent de faire cela sont si exceptionnelles et elles doivent être défendues.
172	ted_2_173.wav	Et les gens qui prétendent que les mots sont violents privent l'outil le plus fondamental que nous avons pour toutes les vertus dont j'essayais de parler sur scène ce matin.
173	ted_3_0.wav	Je suis ici à cause d'une lettre que j'ai reçue il y a 13 ans.
174	ted_3_3.wav	C'est un rapport de test génétique prédictif, et c'est au cœur de ce genre de moment de choix entre la pilule rouge et la pilule bleue lorsque ma vie s'est divisée en deux.
175	ted_3_4.wav	Avant de vous en parler, je veux vous montrer deux moments de ma vie à cette époque-là.
176	ted_3_5.wav	Voici le premier moment, lorsque j'avais la vingtaine, et voici le premier moment, c'est août 2009.
177	ted_3_6.wav	Je vais épouser ce gars, Eric, l'amour de ma vie, et il se lève pour faire son discours, tenant mon journal intime datant de mes 13 ans.
178	ted_3_7.wav	Et il commence à lire, et les invités me regardent en se demandant, savait-elle qu'il allait faire cela ?
179	ted_3_10.wav	Vous pouvez voir comment elle rit, mais elle est un peu scandalisée.
180	ted_3_11.wav	Elle a 51 ans, et en ce jour, elle rayonne.
181	ted_3_12.wav	Je souhaite pouvoir rester ici avec toi, mais maintenant je dois te mener au moment numéro deux.
182	ted_3_13.wav	Il ne s'est écoulé que six mois, et soudainement il y a cette déchirure dans l'univers, et ma mère est aspirée à travers.
183	ted_3_14.wav	Quelque chose ne va vraiment, vraiment pas, et cela prend de l'ampleur, et c'est tout.
184	ted_3_20.wav	Je regarde dans ses yeux, et il y a ces trous noirs, et je la supplie de revenir, mais c'est comme si je criais dans le vide.
185	ted_3_21.wav	Cet été, elle entre à l'hôpital et elle n'en ressort pas.
186	ted_3_22.wav	Au moment de sa mort, cela fait des mois qu'elle n'était vraiment là.
187	ted_3_23.wav	La démence nous a privés de cela, et nous n'avons toujours aucune idée de ce qui s'est passé.
188	ted_3_24.wav	Et puis nous obtenons les résultats de l'autopsie de ma mère, et c'est là que nous atteignons le choix entre la pilule rouge et la pilule bleue.
189	ted_3_25.wav	Je me tiens à cette fourche de la route avec Eric, et parfois dans la vie, on se connaît soi-même.
190	ted_3_28.wav	Je suis formé en tant qu'avocat, il est formé en tant qu'ingénieur en transport.
191	ted_3_29.wav	Nous ne sommes pas des spécialistes en biologie, mais nous savons que ce purgatoire n'est pas une vie pour nous.
192	ted_3_30.wav	Je ne peux pas contrôler ce qui se passera ensuite, mais je peux contrôler si quelque chose se produira ensuite, et mon choix est oui.
193	ted_3_31.wav	Alors je me fais tester, et nous apprenons que j'ai la mutation.
194	ted_3_34.wav	On ne peut pas dire quand cela frappera, juste que ce sera à un moment de l'âge adulte, et une fois que cela arrivera, vous mourrez en quelques mois.
195	ted_3_36.wav	Il y a tellement de choses que je veux te dire sur ce qui se passe ensuite, mais l'essentiel à dire est que ce n'est pas comme si nous avions élaboré un plan magistral pour refaire nos vies du jour au lendemain.
196	ted_3_38.wav	Nous sommes dans le noir, et nous nous retrouvons à avancer vers la lumière, et de manière inattendue, la lumière vient de la science de la maladie à prions, comprenant ce qui est connu, que tout est connu.
197	ted_3_39.wav	Nous sommes attirés par cela, et cela semble vraiment humble au début, comme si nous lisions des pages Wikipédia et que nous faisions des recherches sur Google, et l'élan est puissant et étrange.
198	ted_3_40.wav	Et aujourd'hui, nous dirigeons ce laboratoire de 12 personnes à l'Institut Broad à Cambridge, dans le Massachusetts, dédié au développement d'une thérapie contre les maladies à prions de notre vivant.
199	ted_3_42.wav	En fin de compte, les rumeurs de ma mort ont été grandement exagérées.
200	ted_3_44.wav	Mais parlons de comment fonctionne la maladie à prions et de ce que nous devons faire à ce sujet.
201	ted_3_46.wav	L'agent pathogène causal n'est pas un virus, et ce n'est pas non plus une bactérie.
202	ted_3_47.wav	C'est cette protéine normale appelée PRP que vous avez normalement dans votre corps, et normalement ce n'est pas un problème.
203	ted_3_49.wav	Et quand il le fait, il change de forme, puis il va attraper d'autres copies de PRP, et il les corrompt.
204	ted_3_50.wav	Et cela se propage dans votre cerveau et tue vos neurones.
205	ted_3_51.wav	Jusqu'à récemment, c'était un processus que nous ne pouvions qu'inférer.
206	ted_3_55.wav	Quand vous regardez la biologie de cette maladie, de n'importe quelle maladie, où vont vos yeux ?
207	ted_3_58.wav	Et si nous réfléchissons à la façon de traiter cette maladie, nous pourrions envisager d'aller chercher ces méchants.
208	ted_3_61.wav	Mais Eric et moi avons fini par voir notre mission différemment.
