ID	audio	tgt_text
39	ted_1_64.wav	Ma è una caratteristica pericolosa anche nei nostri uffici oggi, perché, in fondo, gli stessi pregiudizi e fraintendimenti che portiamo alla nostra lettura del passato sono gli stessi con cui vediamo il leadership nei nostri uffici oggi.
40	ted_1_65.wav	Sono gli Shackleton dei nostri uffici, piuttosto che gli Amundsen, che fungono da modelli da seguire, che vengono promossi e che vengono premiati.
41	ted_1_66.wav	Infatti, questo è qualcosa che gli studi di psicologia organizzativa hanno confermato.
42	ted_1_67.wav	Vediamo il potenziale di leadership nelle persone che parlano di più, indipendentemente da ciò che dicono.
43	ted_1_68.wav	Nelle persone che appaiono sicure di sé, a prescindere da quanto competenti siano.
44	ted_1_69.wav	E abbiamo un'indefettibile ammirazione per le persone sempre impegnate, indipendentemente da ciò che stanno effettivamente facendo.
45	ted_1_70.wav	Vedo che alcuni di voi stanno immaginando persone specifiche nel vostro ufficio in questo momento.
46	ted_1_72.wav	In altre parole, apparire come un buon leader, piuttosto che esserlo effettivamente dietro le quinte, è il percorso verso la fama, il bonus e la promozione oggi.
47	ted_1_74.wav	Con i leader sbagliati al comando, le organizzazioni ovviamente non stanno operando al massimo delle loro potenzialità.
48	ted_1_75.wav	E crea una cultura tossica in cui coloro che effettivamente stanno facendo un buon lavoro si sentono trascurati e demotivati.
49	ted_1_76.wav	Quindi questo è un problema che dobbiamo risolvere.
50	ted_1_78.wav	E comincia con immaginare di nuovo com'è un buon leadership.
51	ted_1_80.wav	Prima di tutto, dobbiamo imparare a ignorare ciò che possiamo definire i capitani delle crisi, i Shackleton, coloro che vacillano da una circostanza drammatica all'altra.
52	ted_1_81.wav	Keith Grint, il preminente studioso della leadership oggi, riassume brillantemente questa dinamica problematica.
53	ted_1_82.wav	Poiché premiamo le persone che si comportano bene nelle crisi e ignoriamo le persone che sono tali buoni manager che ci sono poche crisi, le persone imparano presto a cercare o modificare le situazioni come fossero crisi.
54	ted_1_83.wav	Dobbiamo disincentivare questo stile di leadership rifiutando di dare a queste persone l'attenzione che desiderano.
55	ted_1_84.wav	E questo è facile quando ci confrontiamo con i fatti sobri.
56	ted_1_86.wav	Ma non appena è inserito in una storia, i dettagli drammatici ci attraggono come un magnete e ci danno una falsa sensazione di ispirazione.
57	ted_1_88.wav	Dobbiamo invece imparare a celebrare coloro che mitigano invece che promuovere il dramma.
58	ted_1_89.wav	E questo può essere impegnativo perché spesso lo fanno in modo molto sottile, sotto la superficie dell'acqua, nel caso del nostro nuotatore.
59	ted_1_91.wav	Costruiscono processi che allineano la forza dell'organizzazione con le sfide uniche che affrontano.
60	ted_1_92.wav	E sono autentici e creano culture che tirano fuori il meglio dalle persone.
61	ted_1_93.wav	Non voglio darti troppe terminologie tecniche o accademiche qui, ma questa è importante.
62	ted_1_95.wav	Ma come ci dice dalla sua ricerca, le prove sono chiare: la gestione noiosa conta.
63	ted_1_96.wav	Potrebbe non essere così entusiasmante come guidare un attacco di cavalleria dall'avanguardia o fare un discorso di incoraggiamento spericolato, ma è il vero kit degli ottimi leader.
64	ted_1_98.wav	L'errore dell'azione ci inganna nel celebrare i leader sbagliati, e ciò comporta costi enormi.
65	ted_1_101.wav	E questo inizia reinventando cosa significa essere un buon leader.
66	ted_1_102.wav	Quindi la prossima volta che ti trovi in una posizione per giudicare o premiare un leader, o forse proprio la prossima volta che stai cercando di capire quali sforzi hanno effettivamente guidato il tuo team o organizzazione al successo, resisti alla tentazione di farti abbagliare dalle storie di avventura e audacia, e prenditi un attimo per guardare al di sotto della superficie o negli angoli più silenziosi del tuo team.
67	ted_1_103.wav	E questo è importante perché la prossima volta che la tua organizzazione si trova di fronte all'equivalente di un ghiacciaio che incombe all'orizzonte, chi vuoi che sia al comando?
68	ted_1_104.wav	Il capo che risponde al blocco della nave girando freneticamente il motore, sballando le casse di dinamite e spingendo i suoi uomini fino al punto di rottura?
69	ted_1_105.wav	Oppure il leader che evita di rimanere bloccato nel ghiaccio fin dall'inizio?
70	ted_2_1.wav	Ho votato per Mitt Romney nel 2012, e ho votato per Hillary Clinton e Joe Biden, cosa che è sorprendente, lo so.
71	ted_2_2.wav	Sono un fiero sostenitore di Israele, anche se critico il suo attuale governo.
72	ted_2_3.wav	Penso che i terroristi come Hamas e Hezbollah siano malvagi, e che ci sia una netta distinzione tra gruppi che mirano a uccidere innocenti e quelli che cercano di evitare di farlo a ogni costo.
73	ted_2_4.wav	Penso che le ragazze in Afghanistan non dovrebbero essere vendute in matrimoni infantili e che le donne in Iran dovrebbero essere libere di mostrare i capelli in pubblico senza il timore di essere imprigionate o peggio, e che le donne in Somalia non dovrebbero subire mutilazioni genitali.
74	ted_2_5.wav	Credo che tutte le persone siano create uguali e create all'immagine di Dio, ma che tutte le culture non siano uguali.
75	ted_2_6.wav	Credo nel matrimonio gay, tanto che sono attualmente sposato con una persona dello stesso sesso.
76	ted_2_7.wav	Credo che gli adulti dovrebbero poter prendere praticamente qualsiasi decisione riguardo ai loro corpi, ma che i bambini non dovrebbero farlo.
77	ted_2_8.wav	Penso che il SAT sia uno strumento imperfetto ma utile.
78	ted_2_9.wav	Credo che avere figli sia un'idea molto sbagliata e che vivere in un quartiere sicuro sia una delle forme di privilegio più vere.
79	ted_2_10.wav	Penso che il COVID probabilmente sia venuto da un laboratorio, e che a posteriori chiudere le scuole per i bambini per due anni sia stato un grosso errore.
80	ted_2_11.wav	Penso che dovremmo assumere le persone in base al loro merito, ma allargare il più possibile la rete.
81	ted_2_12.wav	Non voglio mangiare insetti, né voglio bere acqua piena di microplastica, e non penso che ci sia qualcosa di codificato a destra o a sinistra riguardo a nessuna delle due cose.
82	ted_2_13.wav	Credo che l'uguaglianza di opportunità e non l'uguaglianza di risultato sia il vero metro di giustizia.
83	ted_2_14.wav	Sono respinto dalle ideologie che insistono sul fatto che le nostre caratteristiche immutabili siano più importanti del nostro carattere.
84	ted_2_19.wav	Credo, in parte perché gli americani sono liberi di discutere di quei difetti e di cercare un'unione più perfetta, che veramente è l'ultima migliore speranza sulla terra.
85	ted_2_20.wav	Il punto di tutto questo è che sono davvero noioso, o almeno credevo di esserlo.
86	ted_2_21.wav	Sono, o almeno fino a pochi secondi fa nel tempo storico, ero considerato un liberale di base standard.
87	ted_2_22.wav	E tuttavia, in spazi intellettuali e prestigiosi come questi, molte delle idee che ho appena delineato e altre simili sono diventate provocatorie o controverse, il che è davvero un modo gentile per dire indesiderate, oltre il limite, addirittura bigotte o razziste.
88	ted_2_23.wav	E come è successo, almeno così mi sembra, nel giro di pochi anni?
89	ted_2_24.wav	Ora, la risposta conveniente, naturalmente, è il potere degli attivisti estremisti, persone che incendiano aziende e stazioni di polizia, persone che bloccano ponti e autostrade, persone che molestano i loro compagni di studi e interrompono i loro professori, persone che vandalizzano, che profanano o abbattano monumenti di eroi nazionali.
90	ted_2_25.wav	Ma un pugno di attivisti estremi ha davvero il potere di smantellare le barriere etiche di un'intera società, di spostare radicalmente il concetto di ciò che è politicamente e socialmente accettabile?
91	ted_2_27.wav	C'è sempre stata e ci sarà sempre una frangia.
92	ted_2_28.wav	La differenza in questo momento è che sembra essere la frangia a dettare le regole.
93	ted_2_31.wav	Forse per interpretare nel modo più generoso, è perché le persone che chiudono le cose sostengono di farlo in nome della giustizia, non in nome del nichilismo.
94	ted_2_33.wav	Forse è perché ci siamo detti che sono solo alcuni noci, non ho bisogno di coinvolgermi.
95	ted_2_34.wav	Forse è anche perché le persone hanno guardato il loro portafoglio e hanno deciso che stavano facendo bene numericamente e quelle porte antifiamma, eh, probabilmente avevano comunque l'assicurazione.
96	ted_2_38.wav	Forse perché pensavamo che avessero ragione.
97	ted_2_39.wav	Quell'America e l'Occidente erano davvero colpevoli di tutte le cose terribili che dicevano o almeno di alcune di esse.
98	ted_2_40.wav	E sebbene non avremmo abbattuto statue o urlato contro i relatori, ci mancava la convinzione o le idee per fermare le persone che lo facevano.
99	ted_2_41.wav	O forse perché alla fine abbiamo preferito il comfort alla complessità.
100	ted_2_42.wav	Stavo per dire che preferivo il comfort al valore, ma la verità non è qualcosa che si estrae dal terreno come l'oro o i diamanti.
101	ted_2_43.wav	Ecco perché in questo momento sembra che gli integralisti stiano vincendo.
102	ted_2_44.wav	La mia teoria è che il motivo per cui abbiamo una cultura in crisi è a causa della codardia delle persone che sanno meglio.
103	ted_2_50.wav	Esso ti espone come qualcuno che non è tranquillo, come qualcuno che si preoccupa molto, come qualcuno che giudica, come qualcuno che distingue tra il giusto e il sbagliato, tra il migliore e il peggiore.
104	ted_2_51.wav	La ragione per cui Aristotele ha chiamato il coraggio la prima virtù è perché è quella che rende possibile tutte le altre virtù.
105	ted_2_52.wav	Vuoi vivere in un mondo che valorizza la giustizia, la saggezza, la compassione, la curiosità, la razionalità, l'uguaglianza e la ricerca della verità?
106	ted_2_54.wav	Ma combattere per assicurarci di vivere in un mondo del genere richiederà coraggio, quella prima virtù.
107	ted_2_55.wav	Penso che una delle lezioni dell'ultimo decennio sia che la codardia è forse più contagiosa del COVID.
108	ted_2_57.wav	E un esempio singolare può fungere da potente mezzo di trasmissione.
109	ted_2_59.wav	Ciascuno di voi, quando dico la parola coraggio, avrà quelli che gli vengono in mente.
110	ted_2_60.wav	Ma per me, sono persone come Salman Rushdie, condannato a morte dagli Ayatollah iraniani nel 1989 per il peccato di aver scritto un romanzo.
111	ted_2_61.wav	Ha vissuto all'ombra di una fatwa fino a due anni fa.
112	ted_2_62.wav	Su un palcoscenico come questo, fu ferocemente accoltellato.
113	ted_2_64.wav	E impavido questa settimana, naturalmente, ha pubblicato un libro a riguardo.
114	ted_2_65.wav	Il coraggio per me è qualcuno come il Senatore della Pennsylvania John Fetterman, che insiste sul fatto che non c'è nulla di contraddittorio tra i suoi valori progressisti e la sua convinzione che Hamas sia un gruppo di assassini che devono essere sconfitti.
115	ted_2_66.wav	Ora basta dire che questo non lo ha reso popolare, ma a lui non sembra importare.
116	ted_2_72.wav	Ha scritto, non potevo credere che stesse succedendo in un paese che amo così tanto.
117	ted_2_74.wav	Ha detto che la guarigione del mondo inizia con una persona che dice ad alta voce in modo che tutto il mondo possa udire una cosa importante e vera che sa di non dover dire e che sa gli darà problemi per averla detta.
118	ted_2_75.wav	Penso a Roland Fryer, l'economista, che ha fatto proprio questo.
119	ted_2_76.wav	I suoi colleghi di Harvard lo hanno messo in guardia dal pubblicare la ricerca che ha fatto sulla violenza della polizia.
120	ted_2_84.wav	Il suo bambino aveva sette giorni di vita e doveva andare a comprare pannolini accompagnato da una guardia armata.
121	ted_2_88.wav	Ha detto, ogni giorno devo guardarmi allo specchio e chiedermi, per cosa sei qui?
122	ted_2_89.wav	Masia Linajad sa perché è stata messa sulla terra.
123	ted_2_90.wav	Con grinta e coraggio, lei sta guidando la campagna per i diritti delle donne in Iran.
124	ted_2_91.wav	Sua sorella è stata costretta a denunciarla in televisione statale.
125	ted_2_93.wav	E adesso Masi vive in esilio in America, ma rimane una donna braccata, spostandosi da un rifugio sicuro all'altro.
126	ted_2_95.wav	Jimmy aveva più dei mezzi per fuggire dal suo paese.
127	ted_2_101.wav	Lui è un giovane uomo che è ancora in prigione.
128	ted_2_103.wav	Papà che rimane a Hong Kong è davvero la prova che questa cosa intangibile che chiamiamo libertà è una cosa che le persone desiderano ardentemente.
129	ted_2_104.wav	Puoi chiamarle valori occidentali, ma in realtà non lo sono nel senso che non è qualcosa che solo le persone in Occidente vogliono o meritano.
130	ted_2_105.wav	Alexei Navalny non è nato in Occidente, ma bramava quel tipo di libertà.
131	ted_2_106.wav	Il leader dell'opposizione si era rifugiato in Germania, ma è tornato in Russia di Putin, sacrificando la sua libertà e, alla fine, la sua vita per opporsi alla tirannia.
132	ted_2_107.wav	"""Sa che la sua morte metterà in luce la verità su un regime totalitario costruito sulle bugie, ciò che può fare finché manteniamo viva la sua memoria."""
133	ted_2_108.wav	Chiediti proprio ora, dovrebbe occorrere coraggio in Occidente per denunciare l'ideologia odiosa della Repubblica Islamica dell'Iran, che pronuncia la morte su scrittori individuali e su interi paesi, grandi e piccoli?
134	ted_2_109.wav	Dovrebbe essere necessario coraggio per opporsi a coloro che intonano slogan di morte contro l'America?
135	ted_2_111.wav	Dovrebbe occorrere coraggio dire che coloro che lodano le metropolitane incontaminate della Russia non sono giornalisti ma propagandisti?
136	ted_2_112.wav	Dovrebbe richiedere coraggio dire in pubblico, non sono d'accordo?
137	ted_2_115.wav	Ma perché è che i suoi avversari più arrabbiati preferiscono chiamarlo con nomi odiosi e fare pressioni per il suo sostegno?
138	ted_2_116.wav	Perché la vera domanda è se le persone che ho menzionato e quelle simili a loro, che siano le loro foto e i loro nomi, e, cosa più importante, le loro idee, compariranno a conferenze come questa.
139	ted_2_118.wav	Ho avuto abbastanza persone che mi confessano dopo le conferenze o nelle redazioni o nei campus universitari o nelle aziende o nei caffè, davvero ovunque io vada, che vorrebbero poter dire ciò in cui credono.
140	ted_2_119.wav	Mi dicono con una certa misura di vergogna di essere nascosti nelle nostre democrazie liberali.
141	ted_2_121.wav	Le persone più libere nella storia del mondo sembrano aver perso la fame di libertà, o forse è davvero la volontà di difenderla.
142	ted_2_122.wav	E quando mi dicono questo, mi ricorda il mio eroe, Natan Sharansky, che ha trascorso un decennio nel Gulag sovietico prima di ottenere la sua libertà.
143	ted_2_123.wav	Lui è la persona più coraggiosa che abbia mai incontrato nella mia vita.
144	ted_2_124.wav	E qualche anno fa, un pomeriggio a Gerusalemme, gli ho fatto una semplice domanda.
145	ted_2_125.wav	Natan, gli ho chiesto, è possibile insegnare il coraggio?
146	ted_2_126.wav	E sorrise nel suo modo birichino e disse, no.
147	ted_2_127.wav	Tutto ciò che puoi fare è far vedere alle persone quanto sia bello sentirsi liberi.
148	ted_2_139.wav	Ma questi problemi sono così importanti, e questa è una conversazione così importante.
149	ted_2_140.wav	Penso che voglia chiederti qualcosa nella ricerca di un terreno comune qui.
150	ted_2_141.wav	È possibile che oltre alla mancanza di coraggio, ci sia qualcos'altro di importante che sta accadendo nei cuori di molti della maggioranza silenziosa?
151	ted_2_144.wav	Questi sono spesso dibattiti tra gruppi identitari, e molti di noi non apprezzano il modo in cui sta procedendo la battaglia, ma sentiamo profondamente il dolore che molti di questi gruppi hanno subito, le ingiustizie che hanno patito.
152	ted_2_145.wav	E se ti coinvolgi, può essere facilmente interpretato come se fossi contro quel gruppo.
153	ted_2_146.wav	E immagino mi chiedo se c'è un terreno comune da trovare nel fatto che tutti noi diciamo che l'identità conta davvero.
154	ted_2_147.wav	Intendo, ti interessano le ingiustizie del passato delle persone in America e di tutti i diversi gruppi di cui hai parlato, ma ci sono alcune cose che sono ancora più importanti rispetto all'identità. 
155	ted_2_152.wav	Credo fermamente in questo.
156	ted_2_153.wav	Credo riguardo alle idee.
157	ted_2_154.wav	Sai, che alcune persone vogliono dire che le idee sono di proprietà di un gruppo e che tu, lo sai, ma no, no, tutto il nostro TED si basa sull'idea che le idee possano diffondersi da qualsiasi essere umano a qualsiasi altro essere umano.
158	ted_2_155.wav	Ma la vera domanda è, scusa se ti interrompo, come si arriva alla verità, giusto?
159	ted_2_156.wav	E l'Occidente ci ha fornito gli strumenti più radicali nella storia dell'umanità.
160	ted_2_158.wav	Ma la partenza radicale è che qui, in stanze come questa, in culture come quelle in cui abbiamo la fortuna di vivere, non risolviamo i nostri conflitti con colpi e violenza.
161	ted_2_159.wav	Risolviamo con le parole.
162	ted_2_160.wav	Ecco perché è così assolutamente cruciale, non importa quanto le persone che affermano di farlo, stiano davvero promuovendo di bruciare tutto o distruggere tutto.
163	ted_2_161.wav	No, distruggendo tutto, abbattendo lo stato di diritto, impedendoci di poter avere questo tipo di dibattito e discussione, stai prevenendo il progetto nel suo complesso.
164	ted_2_162.wav	E questo non ha nulla a che fare con l'identità, con richieste di vittimismo, con il vero vittimismo.
165	ted_2_163.wav	Il progresso è stato raggiunto interamente dai gruppi di vittime utilizzando gli strumenti forniti loro dalle democrazie liberali.
166	ted_2_164.wav	Senza libertà, senza libertà di parola, libertà di religione, senza lo Stato di diritto, nessuno dei progressi che conosco tante persone in questa stanza festeggiano sarebbero possibili affatto.
167	ted_2_167.wav	Non si sente come parole e esplorazione della verità.
168	ted_2_168.wav	Viene percepito come odio o critica.
169	ted_2_170.wav	Non lasciamoci spaventare dal condividere le cose difficili l'uno con l'altro, ma facciamolo con spirito d'amore e rispetto, in modo che tutti possano sapere che nel cuore sono rispettati.
170	ted_2_171.wav	Stiamo tutti cercando di rendere le cose migliori.
171	ted_2_172.wav	Non vedo nulla su cui dissentire, solo che, sai, come, amore e compassione e tutto ciò, di nuovo, è possibile solo se accettiamo un certo insieme di regole che credo molti di noi davano per scontate come facciamo con l'ossigeno o la gravità.
172	ted_2_173.wav	E una delle cose che mi ha guidato e influenzato le mie scelte negli ultimi anni della mia vita è un profondo senso che la linea tra civiltà e barbarie, una parola che forse provocherà alcune persone, ma che ritengo sia una descrizione accurata, è sottilissima.
173	ted_3_0.wav	Sono qui a causa di una lettera che ho ricevuto 13 anni fa.
174	ted_3_3.wav	È un rapporto di test genetico predittivo, ed è al centro di questo tipo di momento della scelta tra la pillola rossa e la pillola blu quando la mia vita si è divisa in due.
175	ted_3_4.wav	Prima di raccontarti di quello, voglio mostrarti due momenti della mia vita di allora.
176	ted_3_5.wav	Questo è il primo momento, quando avevo vent'anni, e questo è il primo momento, è agosto 2009.
177	ted_3_6.wav	Mi sto sposando con questo ragazzo, Eric, amore della mia vita, e lui si alza lì per fare il suo discorso, tenendo in mano il mio diario di quando avevo 13 anni.
178	ted_3_7.wav	E lui inizia a leggere da esso, e gli ospiti mi guardano come se sapessero che stava per farlo?
179	ted_3_10.wav	Puoi vedere come sta ridendo, ma è un po' scandalizzata.
180	ted_3_11.wav	Lei ha 51 anni, e in questo giorno, risplende.
181	ted_3_12.wav	Mi piacerebbe restare qui con te, ma ora devo portarti al momento numero due.
182	ted_3_13.wav	Sono passati solo sei mesi, e improvvisamente c'è questa lacerazione nell'universo, e mia mamma sta venendo aspirata attraverso di essa.
183	ted_3_14.wav	Qualcosa non va davvero, davvero male, ed è sempre peggio, ed è tutto.
184	ted_3_20.wav	Sto guardando nei suoi occhi, e ci sono questi buchi neri, e le sto implorando di tornare, ma è come se stessi gridando nel vuoto.
185	ted_3_21.wav	Quell'estate, lei entra in ospedale e non esce più.
186	ted_3_22.wav	Quando muore, sono passati mesi da quando era veramente presente.
187	ted_3_23.wav	La demenza ci ha privato di ciò, e ancora non sappiamo cosa sia successo.
188	ted_3_24.wav	E poi otteniamo i risultati dell'autopsia di mia madre, ed è qui che arriviamo alla pillola rossa e alla pillola blu.
189	ted_3_25.wav	Mi trovo a questo bivio sulla strada con Eric, e a volte nella vita, ti conosci.
190	ted_3_28.wav	Sono formati come avvocato, lui è formato come ingegnere dei trasporti.
191	ted_3_29.wav	Non siamo persone del settore biomedico, ma sappiamo che per noi questo limbo non è vita.
192	ted_3_30.wav	Non posso controllare cosa succederà dopo, ma posso controllare se succederà qualcosa dopo, e la mia scelta è sì.
193	ted_3_31.wav	Quindi mi faccio testare, e scopriamo che ho la mutazione.
194	ted_3_34.wav	Non possiamo dire quando colpirà, solo che avverrà in qualche momento dell'età adulta, e una volta che accade, morirai entro mesi.
195	ted_3_36.wav	C'è così tanto che voglio dirti su ciò che succede dopo, ma la cosa principale da dire è che non è come se avessimo escogitato un piano di rimodellamento delle nostre vite da un giorno all'altro.
196	ted_3_38.wav	Siamo nel buio e ci rendiamo conto di crescere verso la luce, e inaspettatamente, la luce proviene dalla scienza delle malattie da prioni, comprendendo ciò che si sa, che tutto è conosciuto.
197	ted_3_39.wav	Siamo attratti da esso, ed è davvero umile all'inizio, come se stessimo leggendo pagine di Wikipedia e facessimo ricerche su Google, e il momento è potente e strano.
198	ted_3_40.wav	E oggi, stiamo guidando questo laboratorio di 12 persone presso il Broad Institute a Cambridge, Massachusetts, dedicato allo sviluppo di una terapia per la malattia da prioni entro la nostra vita.
199	ted_3_42.wav	In sostanza, i rumors sulla mia morte sono stati ampiamente esagerati.
200	ted_3_44.wav	Ma parliamo di come funziona la malattia da prione e di cosa dobbiamo fare al riguardo.
201	ted_3_46.wav	Il patogeno causale non è un virus, e non è neanche un batterio.
202	ted_3_47.wav	È questa normale proteina chiamata PRP che normalmente hai nel tuo corpo, e normalmente non è un problema.
203	ted_3_49.wav	E quando lo fa, cambia forma, e poi va in giro a prendere altre copie di PRP, corrompendole.
204	ted_3_50.wav	E questo si diffonde nel tuo cervello e uccide i tuoi neuroni.
205	ted_3_51.wav	Fino a poco tempo fa, questo era un processo che potevamo solo dedurre.
206	ted_3_55.wav	Quando guardi la biologia di questa malattia, di qualsiasi malattia, dove vanno i tuoi occhi?
207	ted_3_58.wav	E se pensiamo a come trattare questa malattia, potremmo pensare di andare a prendere quei cattivi.
208	ted_3_61.wav	Ma Eric ed io abbiamo cominciato a vedere la nostra missione in modo diverso.
209	ted_3_62.wav	E se potessimo fare più bene, non andando dietro ai grandi patogeni spaventosi e lanciando loro palle di fuoco, ma invece facendo qualcosa di molto più sobrio e sottile e meno attraente e meno convenzionale?
210	ted_3_63.wav	E se ciò di cui abbiamo veramente bisogno è questo?
211	ted_3_64.wav	Siamo fortunati ad avere la serie di indizi dalla natura che indicano che è possibile vivere una vita sana senza PRP.
212	ted_3_65.wav	Quindi stiamo esplorando il mondo alla ricerca di strumenti per ridurre la tensione.
213	ted_3_66.wav	E le brillanti idee sono un'incredibile base di partenza, ma devono anche essere gestibili in veri, pratici farmaci che rimangono nel corpo abbastanza a lungo per essere utili e sono sicuri, fabbricabili e molto complicati per il cervello, raggiungendo le cellule che dobbiamo raggiungere.
214	ted_3_68.wav	Ma voglio solo assicurarti, perché ti vedo dimenarti, desiderando chiedermelo, ti prometto che abbiamo sicuramente sentito parlare di CRISPR.
215	ted_3_70.wav	Troviamo la molecola e poi la utilizziamo per esaurire il carburante prima dell'incendio.
216	ted_3_74.wav	Dove abbiamo lettere dal futuro per guidarci, dove ciò che è in gioco sono cervelli umani insostituibili, dobbiamo puntare più in alto. 
217	ted_3_78.wav	Ma tutti sappiamo che se stai avendo un attacco di cuore e entri al pronto soccorso in quel momento e ti danno una statina, non aiuterà.
