ID	audio	tgt_text
22	10492761258488775721.wav	Любой, кто собирается водить автомобиль высоких широтах или по горным перевалам, должен учесть возможность снега, льда или заморозков.
23	10536763405165824117.wav	В результате два вида рыб стали вымершими, а два других оказались на грани исчезновения, включая горбатого чуба.
24	1054805305879816018.wav	Эту территорию управляли французы Виши. Это были французы, которые заключили мир с немцами в 1940 году и работали с захватчиками вместо того, чтобы сражаться против них.
25	10550734868852131138.wav	15 августа 1940 года союзники вторглись на юг Франции. Вторжение получило название Операция Драгун.
26	10614481583312370701.wav	Сплавы - это в основном смесь двух или более металлов. Не забывайте, что на таблице элементов много элементов.
27	10622204403793540766.wav	Например, каждый год студенты школы Беннет в Северной Каролине создают веб-сайт о своей поездке в столицу штата, каждый год сайт перерабатывается, но старые версии сохраняются в сети как антикварная книга.
28	10731896540541531669.wav	Его работа настолько высокого качества и детализирована, что он является одним из немногих известных имен среди филателистов. Некоторые специализируются исключительно на сборе его работ.
29	10751756685109361684.wav	Даниэлла Лантань, эксперт ООН по болезни, заявила, что вспышкой, вероятно, вызвали миротворцы.
30	10768814098664478369.wav	Другие номинации включают Лучший фильм, Режиссер, Операторское искусство, Костюмы, Монтаж фильма, Оригинальный саундтрек, Художественное оформление, Монтаж звука, Сведение звука и Оригинальный сценарий.
31	10849792007407044602.wav	Виртуальные команды придерживаются тех же стандартов качества, что и обычные команды, но есть некоторые тонкие различия.
32	10861831846737909528.wav	На севере регион ограничен Сахелем, а на юге и западе - Атлантическим океаном.
33	10894616243452123700.wav	Хорошо подготовленный спортсмен, тигр может лазить (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть силой в пять раз большей, чем у сильного человека.
34	10899527843662463911.wav	Он был затем переведен в больницу Адденбрука в Кембридже.
35	10903101168349732260.wav	Шоу звука и света у пирамид - одна из самых интересных вещей для детей в этом районе.
36	10933070083389897676.wav	Из-за подводной топологии обратное течение концентрируется в нескольких глубоких участках, и там может образоваться быстрый течущий поток в глубокие воды.
37	10937407360976471523.wav	Крушение произошло высоко в гористой местности и, по предположениям, было вызвано вражеским огнем.
38	10938576782105608041.wav	Блоги также могут помочь улучшить письменное обучение студентов. Хотя студенты часто начинают свой опыт блога с небрежной грамматикой и орфографией, присутствие аудитории, как правило, меняет это.
39	10969774925516121312.wav	Это важный способ различать некоторые глаголы и объекты.
40	11060294228176938598.wav	В результате два вида рыб стали вымершими, а два других находятся под угрозой исчезновения, включая горбатого толстолоба.
41	1107772981946748169.wav	Но у птиц всё ещё есть много черт, которые напоминают динозавра.
42	1111475259790805601.wav	Оливер Сакс в своей статье Речь президента утверждал, что люди, неспособные понимать речь из-за повреждения мозга, тем не менее могут точно оценить искренность.
43	11147918080606585533.wav	Козлы, похоже, впервые были одомашнены примерно 10 000 лет назад в Загросских горах Ирана.
44	1116140877447157610.wav	Путешественникам настоятельно рекомендуется быть в курсе возможного риска сильных погодных условий в их районе, так как это может повлиять на любые планы поездок.
45	1116401173651214130.wav	Во время этого периода европейской истории Католическая церковь, ставшая богатой и могущественной, стала подвергаться критике.
46	11200231708585274851.wav	По мере того, как знание греческого языка уменьшалось, Запад оказался отрезанным от своих греческих философских и научных корней.
47	11260391063812418810.wav	На прошлой неделе METI объявило, что Apple сообщила о 34 дополнительных инцидентах перегрева, которые компания назвала не серьезными.
48	11265842188315045636.wav	Население Ватикана составляет примерно 800 человек. Это самая маленькая независимая страна в мире и страна с наименьшим населением.
49	11318597463051480163.wav	Г-жа Киршнер объявила о своем намерении баллотироваться на пост президента в аргентинском театре, том же месте, где она начинала свою кампанию в качестве члена делегации провинции Буэнос-Айрес в 2005 году для выборов в Сенат.
50	11374239868879585530.wav	Горячий шоколад соответствует бельгийским стандартам. Фруктовые соки дорогие, но отличные.
51	11426556553252626005.wav	Порт был местом печального военного противостояния в 1889 году, когда семь кораблей из Германии, США и Великобритании отказались покидать порт.
52	11459777646810052940.wav	Построенная египтянами в третьем веке до н. э., Великая Пирамида - одна из многих больших пирамидных структур, построенных в честь умершего фараона.
53	1146643745158029931.wav	Цивилизация - это единая культура, разделяемая значительно большой группой людей, живущих и работающих совместно, общество.
54	11483786862560523973.wav	На севере и в пределах легкой доступности находится романтический и захватывающий город Синтра, который стал известен иностранцам после восхищенного описания его великолепий, оставленного лордом Байроном.
55	11497310594035767755.wav	Стаи львов ведут себя очень похоже на стаи волков или собак, животных, удивительно похожих на львов (но не на других крупных кошек) в поведении, и также очень смертоносных для своей добычи.
56	11504385604540375365.wav	Ученые надеются понять, как формируются планеты, особенно как образовалась Земля, так как кометы столкнулись с Землей давным-давно.
57	11525263464519603482.wav	Большинство современных исследовательских телескопов - это огромные сооружения в отдаленных районах с благоприятными атмосферными условиями.
58	1153104690713813269.wav	Если вы смотрели фильм Нацональный сокровище, возможно, вы думали, что карта сокровищ была написана на обороте Декларации независимости.
59	11536232800365538941.wav	Сундарбаны - крупнейший прибрежный мангровый пояс в мире, простирающийся на 80 км (50 миль) в глубь бангладешского и индийского побережья.
60	11554335886429174193.wav	В общем, можно выделить два типа поведения, которые могут проявиться, когда менеджеры начинают руководить своими бывшими коллегами. Один из вариантов - попытка оставаться одним из парней (или девушек).
61	11559094331412401332.wav	Ионы водорода - это протоны, у которых были отняты их электроны (поскольку атомы водорода состоят из одного протона и одного электрона).
62	11593450817032542587.wav	Сундарбаны являются крупнейшим прибрежным мангровым поясом в мире, простирающимся на 80 км (50 миль) вглубь бенгальского и индийского побережья.
63	11596505942268625598.wav	На протяжении 1960-х годов Бжезинский работал советником Джона Кеннеди, а затем в администрации Линдона Джонсона.
64	11617272550749387741.wav	Куомо, 53 года, начал свое губернаторство ранее в этом году и подписал закон в прошлом месяце, легализующий однополые браки.
65	11665346626937246597.wav	Телевизионные репортажи показывают белый дым, идущий из завода.
66	11668734600035674277.wav	Правящая партия, Организация Народа Юго-Западной Африки (SWAPO), также сохраняла мажоритарное положение на парламентских выборах.
67	11670188897888947692.wav	Ничего не видно, кроме ясного, красивого неба над головой и многочисленных окружающих гор. Изнутри пещеры можно видеть или услышать очень мало этого мира.
68	11705046490861852963.wav	Сначала большинство наездников носят сапоги для верховой езды с каблуком и гладкой, довольно узкой подошвой.
69	11766033532714442721.wav	С 1966 года Сундарбанс являются заповедником, и предполагается, что в этой области сейчас проживает около 400 королевских бенгальских тигров и приблизительно 30 000 оленей.
70	11781376959217630586.wav	Национальный парк Плитвицкие озёра плотно покрыт лесами, в основном из бука, пихты и ели, и характеризуется смешением альпийской и средиземноморской растительности.
71	11820398005906165915.wav	Также после Революции профессии были открыты для всех мужчин-заявителей, позволяя самым амбициозным и успешным добиться успеха.
72	11827077161070295147.wav	Сцены отображаются на пирамидах, и различные пирамиды освещены.
73	11853072634976133891.wav	Эти пары могут решить составить план по усыновлению для своего ребенка.
74	11880309600276730497.wav	Точно так же, имея визу Шенгена, вам не нужно подавать заявку на визы в каждую страну-члена Шенгенского соглашения отдельно, что экономит время, деньги и бумажную волокиту.
75	11966709226632417907.wav	Все во Вселенной сделано из вещества. Все вещество состоит из крошечных частиц, называемых атомами.
76	11974497390699501411.wav	Это находка также дает представление о эволюции перьев у птиц.
77	11987168412167267165.wav	Влага на ваших руках взаимодействует с внешними слоями, что будет ощущаться странно и образует своеобразную оболочку.
78	12018418318980824126.wav	Это называется pH химического вещества. Вы можете создать индикатор, используя сок красной капусты.
79	12156117084384995618.wav	Только мутации в герминативных клетках могут передаваться детям, в то время как мутации в других местах могут вызывать гибель клеток или рак.
80	12164368102080603077.wav	Офис губернатора заявил, что девятнадцать пострадавших - полицейские.
81	1218355507714944126.wav	В свои ранние дни передача транслировалась исключительно на долгоживущем интернет-радио TogiNet Radio, специализирующемся на ток-шоу.
82	12190760535244332971.wav	Плато Гизы, или «Гизенекрополь» в египетской Долине Мертвых, содержит несколько пирамид (среди которых самая большая - Великая пирамида), несколько маленьких гробниц, несколько храмов и Великого Сфинкса.
83	12200368278244671662.wav	Эти пары могут решить составить план усыновления для своего малыша.
84	12230326991067783666.wav	Соединенные Штаты Америки по гимнастике и Олимпийский комитет США имеют одну и ту же цель: сделать вид спорта, такой как гимнастика, по возможности безопасным для атлетов, чтобы они могли следовать своим мечтам в безопасной, позитивной и поддерживающей атмосфере.
85	12239464249642485259.wav	РС - это заболевание, которое влияет на центральную нервную систему, состоящую из мозга, спинного мозга и зрительного нерва.
86	12316410148883063626.wav	Поделиться виртуальной экскурсией - отличный способ вспомнить поездку и поделиться опытом с будущими классами.
87	12356293452530186109.wav	Каждый участвует в обществе и пользуется транспортными системами. Почти все жалуются на транспортные системы.
88	12381237049043414166.wav	Мухаммад глубоко интересовался делами, выходящими за пределы этой мирской жизни. Он часто посещал пещеру, которая стала известной как Хира, на горе Нур (свет) для размышлений.
89	12382404601461539160.wav	На некоторых маршрутах у крупных компаний есть свои собственные самолеты, но для других маршрутов и маленьких фирм возникала проблема.
90	1242235796224521830.wav	Парад зданий, составляющих горизонт Гонконга, сравнивают с сверкающей столбчатой диаграммой, видимой благодаря присутствию вод Виктория-Гарбор.
91	12442340605801616197.wav	Соотношение сторон этого формата (получаемое путем деления на двенадцать для получения самого простого целочисленного соотношения) поэтому говорится быть 3:2.
92	12462354014280856258.wav	Эпоху, в которую происходили события, обычно называют высокими средневековьем - период европейской истории XI, XII и XIII веков (1000-1300 гг. н.э.).
93	12517884865939916901.wav	Он утверждает, что наиболее эффективным местом для основного объекта является пересечение линий, разделяющих изображение на третьи вертикально и горизонтально (см. пример).
94	125194026787628519.wav	Куомо, 53 года, начал свою губернаторскую деятельность ранее в этом году и подписал закон в прошлом месяце, легализующий однополые браки.
95	12519810849995407480.wav	Это также может быть полезным иметь Wild Card, который предоставляет доступ либо к выбранным паркам в Южной Африке, либо ко всем южноафриканским национальным паркам.
96	12570605547501325774.wav	В том же месяце еще один пассажирский самолет выехал за пределы полосы в Мешхаде и ударился о стену, погибли семнадцать человек.
97	12596201646041937807.wav	Это находка также дает понимание эволюции перьев у птиц.
98	12596571867015231445.wav	Мозазавр был вершинным хищником своего времени и ничего не боялся, кроме других мозазавров.
99	1261572251451962704.wav	Шесть заложников, включая детей и пожилых людей, были освобождены заранее, как и филиппинские фотографы.
100	12618421744672029626.wav	Помимо события в среду, Карпанедо принял участие в двух индивидуальных гонках на Чемпионате.
101	12682843461389402977.wav	Растения вырабатывают кислород, который дышат люди, и поглощают углекислый газ, который выдыхают люди.
102	12700569942235742079.wav	Другие темы повестки дня на Бали включают сохранение оставшихся лесов мира и обмен технологиями для помощи развивающимся странам в росте менее загрязняющими способами.
103	1270296314827012368.wav	Корреляция между патологией мозга и поведением поддерживает ученых в их исследованиях.
104	12725120105000747485.wav	Объявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.
105	12728606633758857674.wav	Точно так же, имея визу Шенген, вам не нужно подавать заявки на визы в каждую страну-участницу Шенгенского соглашения отдельно, что позволяет сэкономить время, деньги и бумажную волокиту.
106	1273817225649957097.wav	Итальянский является также повседневным языком, используемым большинством тех, кто работает в государстве, в то время как латынь часто используется в религиозных церемониях.
107	12741024238657315067.wav	К сожалению, изучение потока транспорта затруднено, так как поведение водителя не может быть предсказано на сто процентов.
108	12742373433258665797.wav	Романтизм имел большой элемент культурного детерминизма, черпая из работ писателей, таких как Гёте, Фихте и Шлегель.
109	1277588711703410007.wav	Хорошо оснащенный по всем параметрам спортсмен, тигр умеет лазить (хоть и не очень хорошо), плавать, перепрыгивать значительные расстояния и тянуть с силой в пять раз превосходящей силу сильного человека.
110	12782801286775256949.wav	Если вы хотите быть близко к событиям, вам придется прийти рано, чтобы занять кемпинг поблизости от музыки.
111	12784232275162817860.wav	Конгресс начал финансирование инициативы по борьбе с порнографией в 2005 финансовом году и указал, что ФБР должно выделить 10 агентов на взрослую порнографию.
112	12820699144181559822.wav	Это дало нам поезд, автомобиль и множество других транспортных средств.
113	12890154668042466980.wav	Через два года после окончания войны бывшие союзники стали врагами, и началась холодная война.
114	12897153867514448386.wav	В воскресенье поздно вечером президент США Дональд Трамп заявил, через своего пресс-секретаря, что американские войска покидают Сирию.
115	12906384443438076827.wav	В карете они вернулись в Париж, окруженные толпой людей, кричащих и выкрикивающих угрозы королю и королеве.
116	12921155570472263117.wav	Хотя Гома относительно безопасен, любые поездки за пределы Гомы должны быть изучены для понимания состояния боевых действий, которые продолжаются в провинции Северный Киву.
117	129240607624460201.wav	Если вы смотрели фильм Нацональный сокровищ, то можете подумать, что карта сокровищ была написана на обороте Декларации независимости.
118	12953138808800823203.wav	С Кундалини-йогой кундалини-энергия (энергия просветления) пробуждается через йогические позы, дыхательные упражнения, мантры и визуализации.
119	12966312239837756963.wav	Это называется pH химического вещества. Вы можете сделать индикатор, используя сок красной капусты.
120	12970636128542220038.wav	Массовое владение автомобилями также приводит к увеличению частоты аварий на дорогах, что приводит к изобретению новых методик в здравоохранении для восстановления поврежденных тел.
121	13006273800980159403.wav	Сок капусты меняет цвет в зависимости от кислотности или щелочности химического вещества.
122	13029464143980259888.wav	В частности, утверждается, что можно определить, говорит ли человек правду, верно интерпретируя микро-выражения.
123	13031516147694203229.wav	Перемешайте два сухих порошка вместе, а затем с чистыми мокрыми руками сформуйте их в шар.
124	13049690085129854387.wav	На нескольких крупных телевизионных экранах, установленных в различных местах в Риме, люди могли смотреть церемонию.
125	13070914954918539330.wav	Состав этих кристаллов соответствует тем, которые обнаруживаются в моче заболевших домашних животных при сравнении с помощью инфракрасной спектроскопии (Фурье-спектроскопии).
126	13128254958003826368.wav	Для сборной Республики Южной Африки это положило конец серии из пяти поражений.
127	13130060533227294993.wav	Влага на ваших руках реагирует с внешними слоями, что будет чувствоваться странно и образует своего рода оболочку.
128	13153302236168048197.wav	Большие районы дальнего севера достаточно слабо населены, а некоторые практически являются необитаемой дикой местностью.
129	1321689309737152988.wav	Роландо Мендоза выстрелил из своего винтовки М16 по туристам.
130	13230261475791184258.wav	Офис губернатора заявил, что девятнадцать пострадавших - полицейские.
131	13245569655363672734.wav	В 1990 году он был добавлен в список всемирного наследия под угрозой опасности из-за песчаной пустыни.
132	13295416245066118625.wav	Корпус инженеров армии США оценил, что 6 дюймов осадков могут нарушить ранее поврежденные плотины.
133	13297690853135603331.wav	Большие территории на севере в значительной степени разреженно населены, часть из них практически необитаемая дикость.
134	13332753177678720249.wav	С 1537 года, когда был основан Асунсьон, Парагвай смог сохранить много своего коренного характера и идентичности.
135	13345242347208844836.wav	Одна бомба взорвалась возле кабинета генерал-губернатора.
136	13359752682314548.wav	Это не прощание. Это завершение одной главы и открытие новой.
137	13362021168025680919.wav	Также после Революции профессии стали открыты для всех мужчин-заявителей, что позволило самым амбициозным и успешным добиться успеха.
138	13388880723958450388.wav	В конечном счете, не следует удивляться, если наши собственные предки решали свою белковую проблему примерно таким же образом, как это делают шимпанзе на саванне сегодня.
139	13447718337043682273.wav	Даниэлль Лантань, эксперт ООН по болезни, заявила, что вспышку, вероятно, вызвали миротворцы.
140	13458636098813464476.wav	У них есть ноги с чешуей и когтями, они откладывают яйца и ходят на двух задних лапах, как Тираннозавр.
141	13542330409815692480.wav	Мы согласны с заявлением USOC о том, что интересы наших спортсменов и клубов, а также их спорта, могут быть лучше обслужены путем продвижения вперед с реальными изменениями в нашей организации, а не декертификацией.
142	1361225517388701679.wav	Автобус Scotturb 403 регулярно следует до Синтры, делая остановку у мыса Кабу-да-Рока.
143	13713355703439016228.wav	Джанкарло Физикелла потерял контроль над своим автомобилем и закончил гонку очень скоро после старта.
144	1372746700546513130.wav	Эту территорию управляли французы из режима Виши. Они были французами, которые заключили мир с немцами в 1940 году и работали с оккупантами вместо того чтобы сражаться с ними.
145	13732033283623109766.wav	К 1976 году тридцать процентов Мачу-Пикчу было восстановлено, и процесс восстановления продолжается и по сегодняшний день.
146	13809395828339499811.wav	Один из наиболее распространенных методов для иллюстрации важности социализации заключается в обращении к нескольким несчастным случаям детей, которые, из-за небрежности, несчастья или умышленного насилия, не были социализированы взрослыми в процессе их воспитания.
147	13824971935266428986.wav	В тот же месяц еще один авиалайнер съехал за пределы взлетно-посадочной полосы в Мешхеде и врезался в стену, погибли семнадцать человек.
148	13875708868701082683.wav	Вы также можете обратиться за советом к правительствам других стран, однако их советы предназначены для их граждан.
149	13888599635337906526.wav	Сегрегация и рекомбинация перемешивают вариацию между двумя пулами в каждом поколении.
150	13896470903695476292.wav	Прерывание сна - это процесс целенаправленного пробуждения в течение вашего нормального периода сна и засыпания через короткое время (10–60 минут).
151	1394697283561012104.wav	Мы не уверены, но у него, возможно, был раздвоенный язык. Его диета включала черепах, крупных рыб, других мозазавров, и он даже мог быть каннибалом.
152	13963903782504043145.wav	NextGen - это система, с помощью которой, по заявлению Федеральной авиационной администрации (FAA), самолеты могут летать по более коротким маршрутам, экономить миллионы галлонов топлива ежегодно и снижать выбросы углерода.
153	14076834086577911298.wav	При эффективном использовании всех доступных ресурсов в функциональных отделах организации могут проявиться креативность и изобретательность.
154	14077379425479054842.wav	Простой и популярный ужин, особенно летом, - Pa amb Oli: хлеб с оливковым маслом, помидором и любыми доступными добавками, такими как сыр, тунец и т. д.
155	14115239728007650784.wav	С другой стороны, ледяные и снежные условия являются нормой во многих странах, и движение на дорогах в основном не прерывается круглый год.
156	14139585382582687665.wav	Стратегия оказалась эффективной, перерезав жизненно важные военные и гражданские поставки, хотя эта блокада нарушила общепризнанное международное право, закрепленное в нескольких международных соглашениях последних двух столетий.
157	14146977097620621690.wav	Для того чтобы получить лучшие виды Гонконга, покиньте остров и отправляйтесь к набережной Коулуна напротив.
158	14160468372285024125.wav	Детей помещают в приемные семьи по самым разнообразным причинам, начиная от небрежения и насилия, и заканчивая вымогательством.
159	14210445503617137582.wav	Поток движения - это изучение движения отдельных водителей и транспортных средств между двумя точками и взаимодействия, которые они между собой устанавливают.
160	14212778709566873555.wav	Марокканский султан восстановил город как Даруль-Бадья, и его назвали Касабланка испанские торговцы, основавшие там торговые базы.
161	14240553912561192306.wav	Чем ниже напряжение, тем более положительна жизненная сила. У каждого человека есть потенциал обрести абсолютный мир и удовлетворение.
162	14278251866048014426.wav	Использование судов для транспортировки товаров является самым эффективным способом перемещения больших объемов людей и товаров через океаны.
163	14291047344508554279.wav	Суровая погода - общий термин для любого опасного явления погоды с потенциалом причинить ущерб, серьезное социальное нарушение или убыток человеческих жизней.
164	14328568808003469713.wav	Европа - это континент, который относительно небольшой, но с множеством независимых стран. В обычных условиях путешествие через несколько стран означало бы необходимость прохождения процедуры получения визы и контроля паспортов несколько раз.
165	14328961705663130128.wav	Губернатор Калифорнии Арнольд Шварценеггер подписал законопроект, запрещающий продажу или аренду насильственных видеоигр несовершеннолетним.
166	14337122471415370884.wav	Телевизионные репортажи показывают белый дым, идущий из завода.
167	14384731673566706407.wav	Элементы, такие как кальций и калий, считаются металлами. Конечно, есть также металлы, как серебро и золото.
168	14396239747345303015.wav	Автобус Scotturb 403 регулярно следует до Синтры, делая остановку на мысе Рока.
