ID	audio	tgt_text
40	40_16k.wav	Der Generalsekretär nennt die fossile Brennstoffindustrie das verschmutzte Herz der Klimakrise.
41	41_16k.wav	Das soll nicht heißen, dass wir denen, die in den letzten 150 Jahren im Bereich der fossilen Brennstoffe gearbeitet haben, keinen Dank schulden.
42	42_16k.wav	Aber seit Jahrzehnten wissen die Unternehmen Bescheid. Sie kennen die Wahrheit und haben sich bewusst entschieden, die Öffentlichkeit weltweit zu belügen, um trotz der politischen Dynamik nichts tun zu müssen und mehr Geld verdienen zu können. 
43	43_16k.wav	Jetzt haben sie schamlos die Kontrolle über die Klimakonferenz übernommen, insbesondere über die diesjährige in Dubai in den Vereinigten Arabischen Emiraten. 
44	44_16k.wav	Die Sorge darüber wächst schon seit geraumer Zeit.
45	45_16k.wav	Damals in Madrid waren viele Delegierte aus dem Bereich der fossilen Brennstoffe da. Doch als wir vor eineinhalb Jahren nach Glasgow kamen, war die Delegiertengruppe der fossilen Brennstoffindustrie größer als die größte nationale Delegiertengruppe. 
46	46_16k.wav	Wir gründeten OpenAI vor sieben Jahren, als sich rund um KI gerade sehr viel ereignete. Wir wollten mithelfen, KI in eine positive Richtung zu lenken. 
47	47_16k.wav	Es ist einfach fantastisch, wie viel sich seither getan hat. 
48	48_16k.wav	Wir freuen uns, von Menschen wie Raymond zu hören, die diese Technologie, an der so viele arbeiten, verwenden, um so viel Wunderbares zu tun.
49	49_16k.wav	Wir hören von Menschen, die sich freuen. Von anderen, die sich sorgen. Wir hören von Menschen, die beides empfinden. 
50	50_16k.wav	Uns geht es genauso!
51	51_16k.wav	Ich möchte Ihnen zeigen, wie sich diese Information nutzen und in andere Apps integrieren lässt. 
52	52_16k.wav	Zuerst zeige ich Ihnen, wie man ein Tool für eine KI entwickelt statt für einen Menschen.
53	53_16k.wav	Sie können sozusagen der Ideenfindung und dem kreativen Prozess zusehen, während ChatGPT Ihnen Details auflistet.
54	54_16k.wav	Das erweitert die Möglichkeiten enorm, wie es die gestellte Aufgabe für Sie erfüllen kann.
55	55_16k.wav	Sie können sehen, dass ChatGPT all diese unterschiedlichen Tools nutzt, ohne dass ich ihm genau sagen muss, welches Tool es wofür verwenden soll.
56	56_16k.wav	Das ist, wie gesagt, eine Live-Demo. Manchmal passiert also etwas Unerwartetes.
57	57_16k.wav	Sehen wir uns einfach mal die Instacart-Einkaufsliste an.
58	58_16k.wav	Das wirklich Interessante dabei: Die traditionelle Oberfläche ist immer noch hilfreich.
59	59_16k.wav	Sehen Sie sich das an: Sie können sich durchklicken und die Mengen anpassen.
60	60_16k.wav	Ich denke, das zeigt uns, dass traditionelle Benutzeroberflächen nicht verschwinden werden.
61	61_16k.wav	Hier sehen Sie nun den Entwurf eines Tweets zur Korrektur, was sehr wichtig ist.
62	62_16k.wav	Wir können auf „Ausführen“ klicken -- nach Prüfung, es liegt in unserer Hand. Wir können den Output der KI verändern, wenn wir möchten. 
63	63_16k.wav	Ich habe meine gesamte Karriere im gemeinnützigen Sektor verbracht. Sozialarbeit auf der Straße, Programmmanagement, Spendensammlung, Zuschussvergabe, öffentliche Ordnung, etc. -- ich habe alles gemacht. 
64	64_16k.wav	Und ich bin ein sehr positiver Mensch, also ist es wirklich schwierig, das zu sagen: Aber die Art und Weise, wie wir derzeit Philanthropie betreiben, wie wir sie seit Jahrzehnten machen, ist kaputt. 
65	65_16k.wav	Mit Anfang 20 war ich Sozialarbeiterin an vorderster Front in New York City und arbeitete mit Menschen, die an HIV litten.
66	66_16k.wav	Viele von ihnen hatten mehrere chronische Krankheiten und zu wenig Wohnraum. 
67	67_16k.wav	Also verbrachte ich meine Tage und sogar einige Nächte damit, mit ihnen durch die Stadt zu Arztterminen und Wohnungsagenturen zu gehen.
68	68_16k.wav	Die tägliche Arbeit war hart. Aber das Schwierigste war, dass nie genug Geld da war, um die Arbeit zu erledigen.
69	69_16k.wav	Freitagmorgens ging ich ins Büro, um die Fallnotizen der Woche aufzuschreiben, und raste an der Rezeption vorbei, ohne auf die Briefkästen voller blauer Zettel zu schauen.
70	70_16k.wav	Jeder blaue Brief stand für einen weiteren Kollegen, der wegen unserer Finanzierungskrise entlassen wurde.
71	71_16k.wav	Innerhalb eines Monats hatte ich die Hälfte meines Teams verloren und meine Fallzahl explodierte von 30 auf über 100.
72	72_16k.wav	Und so sieht die Realität für so viele gemeinnützige Organisationen aus.
73	73_16k.wav	Sie füllen so viel Papierkram aus, dass sie kaum Zeit haben, ihre Zielgruppen tatsächlich zu unterstützen, obwohl sie genau dafür Geld erhalten.
74	74_16k.wav	Nach Jahren großartiger Arbeit und der Verbesserung aller Kennzahlen hörten wir Dinge wie: „Es tut mir leid, unser Hauptspender hat seine Ausrichtung verändert. 
75	75_16k.wav	Also habe ich beschlossen, die Seiten zu wechseln. Was, wenn ich, statt um Geld zu bitten, auf der Seite wäre, die Geld gibt?
76	76_16k.wav	Also betrat ich die Welt der Philanthropie, nur um festzustellen, dass Billionen in von Spendern beratenen Fonds und privaten Stiftungen stecken, die nur darauf warten, gespendet zu werden.
77	77_16k.wav	Ich hörte, wie sich ein Spender öffentlich gegen Obdachlosigkeit engagiert. 
78	78_16k.wav	Fast 70 Prozent der Spenden werden von den obersten ein Prozent der Spender gesteuert. 
79	79_16k.wav	Und sie entscheiden sich für Dinge, die zu ihrem Leben passen, wie ihre Universität oder die Kunst.
80	80_16k.wav	I know donors have good intentions. I really do. But good intentions are not good enough.
81	81_16k.wav	Ich wollte von einem hierarchischen Ansatz hin zu einem gemeindegesteuerten Modell, bei dem gemeinnützige Organisationen und Spender wirklich zusammenarbeiten.
82	82_16k.wav	Wir wurden von einer radikal anderen Art von Philanthropie inspiriert, der schwarzen Philanthropie.
83	83_16k.wav	Es ist das formelle und informelle Geben, das in schwarzen Gemeinschaften auf der ganzen Welt stattfindet.
84	84_16k.wav	Oft ist es ein Geben, für das man keine Steuerbescheinigung erhält.
85	85_16k.wav	Diese Praxis gibt es in der gesamten afrikanischen Diaspora seit dem 18. 
86	86_16k.wav	Und das Coole ist, dass es das auch außerhalb der afrikanischen Diaspora gibt.
87	87_16k.wav	Gemeinschaften wenden sich einander zu und verwenden diesen kollektiven Ansatz, wenn wir in der Finanzbranche mit Ausgrenzung und systemischem Rassismus konfrontiert werden.
88	88_16k.wav	Zum Beispiel werden schwarzen Menschen doppelt so häufig Geschäftskredite und Hypotheken verwehrt wie der allgemeinen Bevölkerung. 
89	89_16k.wav	Wenn wir also mit Ausgrenzung konfrontiert werden, wenden wir uns an unsere Gemeinschaften und werden kreativ bei der Lösungssuche. 
90	90_16k.wav	Sie spendet großzügig für unsere Gemeinden, weil sie ihr großzügig gegeben haben. 
91	91_16k.wav	Schwarze Philanthropie wurzelt in einem Konzept namens Ubuntu.
92	92_16k.wav	Das ist eine afrikanische Philosophie, die allgemein als Menschlichkeit gegenüber anderen verstanden wird. 
93	93_16k.wav	Und dafür mussten wir zwei praktische Veränderungen vornehmen. Wer trifft Finanzierungsentscheidungen und wie werden sie getroffen?
94	94_16k.wav	Wir erhielten 99 förderfähige Bewerbungen schwarzer Gruppen aus allen Tätigkeitsfeldern, von Diabetes-Sensibilisierung über innerstädtische Landwirtschaft bis zum Programmieren nach der Schule. 
95	95_16k.wav	Stellen Sie sich vor, Ihr Job wird durch moderne Software ersetzt, die die Arbeit in derselben Qualität kostenfrei erledigen kann. 
96	96_16k.wav	Doch Sie haben noch für drei Jahre einen festen Vertrag, und Ihr Arbeitgeber gibt Ihnen zwei Optionen.
97	97_16k.wav	Entweder Sie werden weiter nach Vertrag bezahlt, bleiben aber zu Hause, da die Software die Arbeit erledigt, oder Sie gehen weiter ins Büro und erledigen das, was für das gleiche Geld hätte automatisiert werden können.
98	98_16k.wav	Hier die Situation des fiktiven Medizinreporters Jeff, die Teilnehmer unserer Studie beurteilen sollten.
99	99_16k.wav	Die Hälfte davon war für Jeffs Entscheidung, zu Hause zu bleiben, die andere Hälfte für seine Entscheidung, weiterzuarbeiten. 
100	100_16k.wav	In einer anderen Studie befragten wir Probanden zu zwei Widget-Herstellern. 
101	101_16k.wav	Arbeitsnormen unterscheiden sich zwar weltweit, aber wir bekamen ähnliche Ergebnisse wie in den USA auch in Südkorea, das den Zahlen nach zu den fleißigsten Ländern der OECD gehört, und in Frankreich, das für andere Stärken bekannt ist.
102	102_16k.wav	Das Phänomen scheint umfassender als etwa die protestantische Arbeitsethik. Sogar beim Volk der Hadza, Jäger und Sammler in Tansania, gab es ähnliche Ergebnisse.
